timestep,real,predicted
0,1.47675,1.3923694
0,0.611611,0.57019836
0,1.296933,1.2623239
0,1.828467,1.7717487
0,0.282,0.19106063
0,0.043744,-0.013286836
0,1.749511,1.7139524
0,0.488385,0.4680594
0,0.234656,0.19713259
0,0.027722,0.04475964
0,0.780725,0.81763154
0,0.371732,0.38691235
0,0.305278,0.23954901
0,1.159328,1.0733275
0,1.431754,1.3902882
0,0.223,0.007666722
0,0.768178,0.7759769
0,0.8739,0.7646234
0,0.843854,0.7827661
0,1.035961,0.95404696
0,0.684941,0.6541768
0,0.300006,0.3374429
0,2.070173,2.057552
0,0.960794,0.91267943
0,0.30707,0.2379626
0,0.073733,0.035750955
0,0.637522,0.5902385
0,1.361491,1.3902127
0,1.659776,1.672752
0,0.1149,0.07806662
0,1.134256,1.0886819
0,0.898317,0.91528106
0,0.66567,0.63592947
0,0.224133,0.19216776
0,0.084056,0.0767809
0,0.97525,0.9657787
0,0.773689,0.78753024
0,1.093167,1.0963014
0,0.3028,0.21009946
0,0.480467,0.39269143
0,0.098,0.016920041
0,0.720591,0.74660355
0,0.018779,0.04707606
0,0.648644,0.61230797
0,0.922157,0.87027305
0,0.544585,0.509222
0,0.6434,0.5962421
0,0.0117,0.038076203
0,0.825542,0.78251064
0,0.037,0.055137545
0,0.037767,0.030732729
0,1.387656,1.4288049
0,1.4569,1.5289366
0,0.0042,0.053610846
0,1.261074,1.230748
0,0.165056,0.12042032
0,0.839433,0.8197664
0,0.224774,0.2166855
0,1.331383,1.2960895
0,0.052583,0.09778617
0,0.878189,0.83930236
0,1.376425,1.3057082
0,0.667713,0.67238486
0,0.919137,0.9840495
0,0.178733,0.058542855
0,2.864845,2.721964
0,1.343694,1.3858488
0,0.855548,0.8346477
0,0.98035,0.9296493
0,1.163641,1.1686296
0,0.4887,0.42547616
0,0.206405,0.3772076
0,0.738236,0.65882736
0,0.4172,0.44200692
0,0.09,0.037400443
0,1.283989,1.2665992
0,1.475422,1.4674326
0,0.897704,1.0126754
0,0.068,0.011688858
0,1.202858,1.2191892
0,2.431511,2.3833325
0,1.132043,1.1441702
0,0.617265,0.53708774
0,0.365522,0.355811
0,0.911611,0.94434416
0,0.248604,0.2510898
0,0.33046,0.2913221
0,0.3398,0.35296088
0,1.086369,1.0489872
0,0.192272,0.12886626
0,0.717233,0.67997134
0,1.006267,0.8923362
0,0.347958,0.32855627
0,0.758007,0.6872294
0,1.038475,0.99851006
0,1.475422,1.4138933
0,0.896467,0.9142387
0,0.461344,0.44080964
0,0.477278,0.4800021
0,0.642883,0.5464603
0,1.14915,1.1115026
0,1.267045,1.2937313
0,0.2974,0.270189
0,0.9068,0.84194374
0,0.129,0.12845111
0,0.750321,0.76119375
0,1.664541,1.6724279
0,0.055,0.10735135
0,1.3586,1.3130677
0,0.8739,0.84269917
0,0.000267,0.073831424
0,0.026533,0.041737497
0,0.548044,0.54907244
0,0.032256,0.045444988
0,0.396911,0.3880732
0,0.8643,0.80004346
0,0.909206,0.9026704
0,1.554659,1.4736326
0,0.113533,0.019545991
0,0.620633,0.6269365
0,1.056333,1.0168664
0,1.28082,1.3177754
0,0.007133,0.044960506
0,1.47275,1.4407424
0,0.159056,0.16128097
0,0.949911,0.9943118
0,0.149367,0.09070109
0,0.14,0.1698865
0,0.844361,0.8232787
0,0.026955,0.058825575
0,0.615928,0.6072445
0,0.148417,0.10994433
0,0.42,0.39253148
0,0.342694,0.2931923
0,0.804711,0.7893838
0,0.722378,0.66147846
0,0.192183,0.14881149
0,0.829232,0.85149556
0,1.431754,1.4198662
0,0.000244,-0.016497202
0,0.072512,0.03980488
0,0.381667,0.3799149
0,1.31998,1.2450683
0,1.155333,1.1405195
0,0.468,0.4082939
0,0.989442,0.96802914
0,0.097478,0.09033837
0,0.643417,0.6117808
0,0.067211,0.061038956
0,0.322378,0.21588203
0,0.856422,0.76961
0,1.10318,1.0883685
0,0.764267,0.7886226
0,0.572511,0.5833765
0,0.455344,0.38098633
0,0.234256,0.17152192
0,0.3618,0.36487722
0,0.309639,0.29146487
0,1.798125,1.7321312
0,0.088533,0.005945854
0,0.018,-0.01609829
0,0.874777,0.8276255
0,0.62395,0.53815883
0,0.851,0.89959866
0,0.224839,0.23953825
0,0.048379,0.06541554
0,0.21,0.14888859
0,1.82702,1.8546697
0,0.9894,1.0152783
0,0.896083,0.865574
0,0.383579,0.33525035
0,0.271,0.24866837
0,1.783783,1.7357768
0,0.144733,0.15361014
0,0.256222,0.24393088
0,0.349622,0.3003197
0,0.048,0.018694866
0,0.58321,0.5017741
0,0.864978,0.8283993
0,0.011278,-0.0021267012
0,0.46485,0.45507133
0,0.300539,0.26298413
0,0.689339,0.7250326
0,0.000163,-0.073633544
0,1.006026,1.0112029
0,0.350011,0.31558675
0,1.35921,1.2497154
0,0.283925,0.27573812
0,0.971067,0.92658836
0,1.545704,1.5806589
0,1.322466,1.2511702
0,0.004,-0.0091730505
0,1.594838,1.5583186
0,0.881533,0.85952944
0,0.039383,0.060580917
0,1.548333,1.4858475
0,2.864845,2.9043293
0,0.032733,0.04186242
0,1.311517,1.3250424
0,0.155239,0.051235534
0,0.337378,0.25884745
0,1.267045,1.329659
0,1.690383,1.6305305
0,1.237841,1.2817575
0,0.658428,0.6538045
0,1.804778,1.8039697
0,0.571244,0.51145804
0,0.493617,0.48137084
0,0.620411,0.56569797
0,0.385389,0.33088017
0,1.668359,1.6771917
0,0.715372,0.6575182
0,1.643863,1.6022654
0,0.701022,0.63916135
0,0.027733,-0.026101194
0,0.443856,0.40290383
0,0.727901,0.70033336
0,0.818789,0.8118025
0,0.013,0.056887995
0,0.1126,0.08932851
0,1.44703,1.377921
0,0.679167,0.676092
0,0.538733,0.49578077
0,0.470002,0.48003006
0,0.992744,0.94533306
0,0.255589,0.2700429
0,0.979433,0.9427443
0,0.769556,0.7102918
0,0.0308,0.013476677
0,2.546071,2.594753
0,0.098617,0.06350926
0,0.171551,0.19401142
0,1.303359,1.3301238
0,0.0854,-0.0140155405
0,0.213056,0.18602437
0,0.152667,0.122892365
0,0.95672,0.9635606
0,0.087,0.04782591
0,1.790326,1.6736494
0,0.535244,0.49604562
0,0.108244,0.07094102
0,1.030733,1.0031599
0,1.142511,1.1648198
0,1.55983,1.5428914
0,0.713356,0.6824636
0,1.005639,0.8187169
0,0.019056,-0.0572735
0,0.546056,0.5764693
0,0.717715,0.772642
0,1.001397,0.91808176
0,0.409433,0.4141024
0,0.6868,0.60901034
0,0.816415,0.83911234
0,0.469,0.45084146
0,0.75815,0.71617395
0,0.825667,0.8413536
0,0.65865,0.61176
0,2.064944,2.0156724
0,0.546911,0.529726
0,1.108185,1.0788128
0,0.175112,0.20486355
0,0.043211,0.08857848
0,0.0354,-0.003008686
0,0.347844,0.3075581
0,1.44897,1.4356931
0,0.603767,0.6192785
0,2.080651,2.0932453
0,0.1222,0.11548907
0,0.295656,0.27441323
0,0.116,0.11919962
0,0.1411,0.13312766
0,0.18806,0.12345153
0,0.604922,0.5206798
0,0.867467,0.8387632
0,0.055,0.00814826
0,0.684941,0.6732321
0,0.715056,0.6802221
0,0.650217,0.66017663
0,0.547213,0.5167596
0,0.235455,0.30850998
0,0.198167,0.1296757
0,0.229589,0.2006714
0,1.477725,1.4343319
0,0.153,0.17888838
0,0.083,0.08168258
0,0.385789,0.38822705
0,0.988846,0.9673802
0,0.112,0.14303179
0,0.428778,0.36576274
0,0.303481,0.28903502
0,0.193,0.1171124
0,1.275404,1.1381607
0,0.057,0.007965956
0,0.466767,0.47185487
0,0.002,-0.028499797
0,0.23749,0.22676966
0,0.974007,0.9076078
0,1.520041,1.5171819
0,0.621692,0.62750435
0,1.069013,1.202964
0,1.488948,1.4358166
0,0.037,0.098841146
0,0.305056,0.26205033
0,0.727901,0.68682706
0,0.354539,0.34197393
0,0.254744,0.2792483
0,1.3581,1.279693
0,1.961926,1.8967267
0,1.4938,1.3914798
0,0.871067,0.87154585
0,0.768111,0.7434992
0,0.744451,0.74603766
0,0.281056,0.2830542
0,0.734582,0.722917
0,1.458491,1.491768
0,1.158867,1.1679872
0,0.573089,0.511882
0,0.689281,0.6635308
0,1.277993,1.183373
0,1.602806,1.6928595
0,0.247544,0.20455328
0,1.010743,0.9919631
0,0.002,-0.007873528
0,2.552993,2.5674644
0,0.904446,0.88450974
0,1.0358,1.0049098
0,1.258833,1.221499
0,0.813608,0.83200586
0,0.1274,0.05397214
0,0.877216,0.86958927
0,0.021322,-0.022080705
0,0.094,0.05875856
0,0.164656,0.11655003
0,2.552993,2.5188546
0,0.057,0.022537444
0,2.864845,2.903455
0,1.552549,1.5999495
0,0.720346,0.7179899
0,1.783783,1.7065327
0,0.431778,0.3673805
0,0.002,-0.0138713345
0,0.267789,0.27165675
0,1.75118,1.7727329
0,0.261244,0.32537848
0,0.007,-0.005497128
0,0.206094,0.1887052
0,0.258444,0.1840584
0,0.821017,0.74743
0,0.865478,0.8169384
0,0.286828,0.23979461
0,0.021733,0.028304655
0,0.699067,0.6855029
0,1.597075,1.5118817
0,0.074383,0.034865264
0,1.686783,1.7294264
0,2.552993,2.4970167
0,0.5438,0.5541196
0,1.449859,1.4982384
0,0.331483,0.26247874
0,0.097733,0.12037736
0,0.049939,0.06218481
0,0.914358,0.92654157
0,0.3634,0.3269899
0,1.279289,1.2169521
0,1.078571,1.0581121
0,1.801398,1.770128
0,0.420367,0.4251756
0,0.036511,0.020087268
0,0.6238,0.6237545
0,1.287775,1.2588584
0,0.954787,0.9423815
0,0.517961,0.5015641
0,0.982711,0.9561185
0,0.419499,0.44019
0,0.866476,0.80713457
0,0.095211,0.08315347
0,0.007,0.042267174
0,1.4501,1.4283403
0,0.180633,0.1489988
0,0.712522,0.6626577
0,0.199789,0.16741481
0,0.368993,0.34726375
0,0.153933,0.1814281
0,1.6854,1.700749
0,1.306667,1.2471915
0,0.641558,0.6148308
0,0.742779,0.72504324
0,0.485267,0.154876
0,1.595056,1.4688654
0,1.427011,1.3709338
0,0.163633,0.20083219
0,1.084433,0.9857871
0,0.751863,0.7554678
0,0.083611,0.007811673
0,0.000267,-0.07749169
0,0.282989,0.2969851
0,1.211208,1.2200413
0,0.77335,0.84961784
0,0.002,0.05510983
0,0.025589,0.16361976
0,0.081,0.11917183
0,0.142,0.08253274
0,0.978157,0.9676971
0,0.357,0.37580052
0,1.828467,1.8540926
0,0.1822,0.1711802
0,0.898883,0.8266158
0,0.795417,0.7632745
0,0.004,-0.029336996
0,1.144639,1.1000206
0,1.288877,1.1452907
0,0.720833,0.60813445
0,1.441185,1.3348988
0,0.046,0.057778686
0,1.303359,1.246466
0,0.028,0.057111535
0,0.401767,0.3868326
0,0.593067,0.55419034
0,0.257033,0.2050651
0,0.398313,0.36032996
0,0.018678,0.047875363
0,0.031,0.043915004
0,0.798002,0.69744486
0,0.399117,0.4069523
0,1.233861,1.2204916
0,0.886869,0.8173805
0,1.396911,1.35761
0,0.658625,0.7105999
0,1.009469,0.78343415
0,0.076839,0.10612553
0,0.181917,0.1502999
0,0.513644,0.5188585
0,0.444944,0.45706123
0,0.375056,0.36885688
0,0.743906,0.73571247
0,0.009,-0.019333266
0,1.459728,1.5192537
0,0.176978,0.14972097
0,0.66925,0.7326925
0,0.044,0.033561546
0,0.81235,0.81234556
0,0.595178,0.5806839
0,0.1937,0.2076891
0,0.254125,0.2777668
0,1.249748,1.2059748
0,1.75118,1.8182528
0,0.696547,0.6249853
0,0.255311,0.31703642
0,0.852485,0.82920796
0,0.25649,0.25436917
0,0.790006,0.7146187
0,0.6348,0.70224017
0,0.435978,0.4455572
0,0.647463,0.6409081
0,1.198581,1.1674405
0,0.079744,0.03132492
0,0.971824,0.80486286
0,2.7436,2.5270379
0,0.02,0.02585477
0,0.140667,0.14296037
0,0.534233,0.45675826
0,0.713656,0.71599734
0,0.063,0.050373085
0,0.614967,0.65449476
0,0.3972,0.38080058
0,0.228807,0.3029337
0,1.329708,1.2502418
0,1.303359,1.3294301
0,0.109733,0.09636326
0,0.937931,0.91098505
0,0.244778,0.24499413
0,1.119305,1.0669589
0,2.864845,2.8169422
0,0.055589,0.046014592
0,0.558389,0.4718617
0,0.835106,0.7929749
0,0.489456,0.50186366
0,0.324144,0.2640485
0,1.4158,1.4601874
0,0.189322,0.06288942
0,1.218183,1.1494763
0,1.558317,1.4268873
0,0.811683,0.82123023
0,0.89069,0.8252459
0,2.7436,2.7526038
0,0.513444,0.4259987
0,0.661189,0.6617133
0,0.186656,0.16294467
0,0.261367,0.19428214
0,0.588578,0.5307683
0,0.067467,0.021167155
0,0.652,0.627593
0,1.003567,1.0708069
0,0.195,0.15396354
0,0.370911,0.3408062
0,0.765883,0.6939735
0,0.898333,0.8384016
0,0.101572,0.114511006
0,0.7188,0.6682575
0,1.269922,1.2401605
0,0.920662,0.8303485
0,0.327778,0.42128107
0,0.928956,0.90834737
0,1.746457,1.7051662
0,0.107,0.03509747
0,1.356258,1.4353524
0,0.51882,0.5051471
0,0.197356,0.17809266
0,0.01369,0.06660561
0,1.346126,1.2885023
0,0.083,0.043281987
0,0.122483,0.11889686
0,0.789633,0.77477306
0,0.272258,0.22345483
0,0.043589,-0.044950753
0,1.073,1.1016258
0,0.153411,0.14677481
0,0.104311,0.02723628
0,1.668359,1.6138824
0,0.229578,0.23823306
0,0.632806,0.57648
0,0.719272,0.72865355
0,0.554139,0.5393204
0,0.586052,0.57360744
0,0.739818,0.739848
0,1.570978,1.5481035
0,0.475944,0.4197504
0,0.682133,0.6703631
0,1.783783,1.7176567
0,0.610249,0.5713837
0,0.94605,0.92227966
0,1.789917,1.7844647
0,1.475778,1.398531
0,0.705604,0.6432742
0,0.115111,0.056772094
0,0.247767,0.24391416
0,1.012667,0.984754
0,1.880444,1.9291492
0,1.488348,1.5111024
0,0.600594,0.61192477
0,0.688233,0.63408375
0,1.4938,1.4343494
0,1.611765,1.499225
0,0.926611,0.8856401
0,0.489289,0.4680931
0,0.018,0.0017614365
0,0.500622,0.4484535
0,0.594289,0.563604
0,0.699215,0.6674826
0,0.114,0.049013577
0,0.2519,0.23187682
0,0.002,-0.056475848
0,0.182942,0.1900015
0,0.18909,0.15654698
0,1.47885,1.3864076
0,0.988442,0.93951714
0,1.337067,1.3117931
0,0.545056,0.54281104
0,0.374778,0.32363433
0,0.596446,0.5784407
0,0.059,0.04609164
0,0.3086,0.297947
0,0.333,0.3379012
0,1.554724,1.469476
0,2.171183,2.1585302
0,0.635756,0.64227545
0,0.254744,0.23139289
0,0.8739,0.8904382
0,0.672683,0.5747911
0,0.70303,0.66111976
0,0.754694,0.7365617
0,0.688939,0.7064778
0,0.081,0.105009675
0,0.132733,0.07284899
0,0.665833,0.6334644
0,1.139933,1.0332778
0,0.69055,0.6686219
0,0.247789,0.18943316
0,1.838909,1.8354226
0,0.401078,0.33975866
0,0.141189,0.019367274
0,0.443344,0.4464713
0,0.237722,0.24213359
0,0.109,0.060986675
0,0.035,0.06851075
0,0.236789,0.18038665
0,1.640178,1.6838104
0,0.382733,0.3289286
0,0.834472,0.78526413
0,0.347833,0.34826678
0,0.397933,0.38108724
0,0.1709,0.080241874
0,1.3419,1.2816436
0,0.030432,0.005628459
0,0.924083,0.8878262
0,0.670807,0.62053686
0,0.330361,0.28489262
0,0.255733,0.17629099
0,0.733581,0.64388704
0,0.873459,0.84690326
0,0.883554,0.8763696
0,0.416961,0.45049447
0,0.41585,0.4689721
0,1.106911,1.0195018
0,0.076267,0.05064927
0,0.542961,0.5492603
0,1.241489,1.2448803
0,0.026411,0.11676358
0,0.023766,0.0008691773
0,0.112133,0.0394601
0,0.004,-0.023945376
0,0.897933,0.8833267
0,0.930714,0.87067086
0,1.205237,1.305624
0,1.495317,1.4100344
0,0.141733,0.11134425
0,1.394,1.3480638
0,0.0748,0.06851075
0,1.669683,1.6556672
0,0.0416,0.059820335
0,0.022,-0.01844167
0,0.493031,0.40845925
0,0.887098,0.83827716
0,0.096,0.059792835
0,0.031622,0.046637014
0,1.303359,1.3295095
0,0.061,0.059515245
0,0.025733,0.02966059
0,0.404456,0.4073731
0,1.101563,1.1954875
0,1.214283,1.1411921
0,0.007,0.055264547
0,0.159611,0.15214805
0,0.783478,0.7689903
0,0.49871,0.4743402
0,0.291411,0.29343835
0,0.748922,0.71306765
0,0.695385,0.71076137
0,1.422617,1.4382583
0,0.578099,0.49798426
0,1.189137,1.245886
0,1.007674,0.86585313
0,0.859663,0.8618814
0,0.0591,-0.04183866
0,0.465978,0.45120862
0,0.995846,0.899999
0,0.990233,1.0346982
0,0.062528,0.12161836
0,0.363044,0.30424005
0,0.449894,0.42163265
0,1.966761,1.9620537
0,0.635107,0.6361297
0,0.665861,0.65961707
0,0.114,0.15915415
0,1.030778,0.9992156
0,0.528311,0.5517143
0,0.069511,0.11709516
0,0.126783,0.15572031
0,0.600967,0.5182546
0,0.763994,0.8139918
0,1.812921,1.8048403
0,0.166,0.12157126
0,0.617444,0.6287834
0,0.867956,0.8955473
0,0.12,0.16866577
0,0.011792,-0.0011824965
0,1.455845,1.4280835
0,0.603294,0.56944627
0,0.773026,0.6667131
0,0.077,0.044993646
0,1.494867,1.435321
0,0.025511,0.033464693
0,0.783244,0.7813707
0,0.640597,0.5919388
0,0.696756,0.63719094
0,0.207322,0.19839644
0,0.6557,0.59886384
0,1.801761,1.6792047
0,0.3558,0.3102617
0,1.013275,1.0534254
0,0.48415,0.49972683
0,1.67615,1.5682763
0,0.365725,0.30617383
0,0.690356,0.66775876
0,1.406245,1.2734996
0,1.018208,0.98277503
0,1.552144,1.4914228
0,1.106967,1.0733271
0,0.217637,0.21557179
0,0.128733,0.084752366
0,0.000133,0.05440978
0,0.045867,-0.016762957
0,1.442254,1.4463011
0,1.318467,1.2536379
0,0.272144,0.23565248
0,0.119722,0.016049292
0,0.197,0.15904589
0,0.250383,0.21564937
0,0.192272,0.12886626
0,0.5732,0.6063098
0,0.329822,0.27764538
0,0.369751,0.3584603
0,0.81085,0.7959392
0,1.392461,1.3575397
0,1.420545,1.3285197
0,0.267922,0.24290293
0,1.286683,1.2077857
0,0.000133,0.06851075
0,0.237733,0.2379551
0,1.451249,1.4557277
0,0.706551,0.7614378
0,0.434222,0.3954734
0,0.310572,0.2814602
0,0.808517,0.77812874
0,2.431511,2.4343033
0,0.883554,0.82017636
0,0.695917,0.715083
0,1.001397,0.92918813
0,0.519839,0.5467515
0,0.712068,0.6441839
0,2.431511,2.3911033
0,0.369875,0.2797376
0,0.904267,0.869821
0,0.9534,0.9765872
0,1.088311,1.0997039
0,0.164089,0.13086721
0,0.527367,0.4952788
0,0.589067,0.58442426
0,0.033,0.03815051
0,0.05,0.1010834
0,1.437089,1.4016712
0,0.383111,0.36246616
0,1.027941,1.044446
0,0.346522,0.33162585
0,0.182948,0.19140354
0,0.629535,0.61904055
0,0.372067,0.4046393
0,0.867956,0.8415594
0,0.768304,0.76581156
0,0.042733,0.07089303
0,0.941533,0.85775393
0,0.316333,0.32675475
0,1.219644,1.2321627
0,0.35507,0.35048962
0,1.0824,1.0379473
0,1.605533,1.6508807
0,0.5022,0.5596642
0,0.580867,0.5897334
0,1.317267,1.2079905
0,0.0658,0.041013792
0,1.465281,1.5000477
0,1.329511,1.3062798
0,1.289983,1.3280709
0,1.431754,1.4623116
0,1.645292,1.5455348
0,0.227894,0.2732882
0,0.356889,0.33397853
0,2.864845,2.7719758
0,0.67175,0.68435806
0,0.843185,0.8741864
0,1.071168,0.99204195
0,1.144667,1.1897008
0,0.0016,0.031366214
0,1.259743,1.2335451
0,0.665459,0.5875051
0,0.048922,0.00092960894
0,1.486361,1.4655011
0,0.736878,0.68887424
0,0.498228,0.48428878
0,1.462748,1.4146925
0,0.188789,0.1372818
0,0.554083,0.5234856
0,1.601391,1.6213095
0,1.246174,1.0895252
0,0.796956,0.7028835
0,0.53115,0.44536778
0,0.052,0.04098351
0,1.336641,1.3292459
0,1.498608,1.4422163
0,1.676889,1.7524496
0,0.887989,0.84040314
0,0.643,0.611233
0,1.134256,1.0886819
0,0.031622,0.046637014
0,1.151313,1.1239451
0,0.109,0.13621382
0,0.3029,0.31122956
0,1.551153,1.5686352
0,0.01655,-0.006114222
0,0.891786,0.9190693
0,1.033283,0.9816269
0,0.716633,0.75655806
0,1.548822,1.5235983
0,0.144,0.14348416
0,0.288056,0.29859856
0,0.267689,0.26955247
0,0.795758,0.891061
0,1.762481,1.3786234
0,0.768304,0.76581156
0,1.330222,1.2749736
0,0.230123,0.14785656
0,0.945954,0.9315091
0,1.05455,0.9496463
0,0.349422,0.3636083
0,1.039267,1.01842
0,1.118607,1.1526365
0,0.490433,0.5330764
0,1.178933,1.2104809
0,1.112617,1.0618955
0,0.063,0.012374647
0,0.174078,0.12448308
0,0.686633,0.701538
0,0.803756,0.83636653
0,0.242978,0.20225686
0,0.129,0.11431484
0,0.025867,0.06436589
0,0.996459,0.9123325
0,0.803774,0.7968927
0,0.190383,0.15136135
0,0.101,0.106914476
0,1.515422,1.4104809
0,0.774862,0.66601497
0,1.288907,1.243469
0,1.064781,1.0770198
0,0.851333,0.87573683
0,0.136656,0.08165935
0,0.403581,0.35578555
0,0.166544,0.17681065
0,1.162658,1.0969667
0,2.431511,2.4744704
0,0.025589,0.16361976
0,0.176589,0.13623077
0,0.997349,0.8913025
0,0.494867,0.49223262
0,0.890514,0.8451104
0,1.129683,1.1872612
0,0.394633,0.33861688
0,0.129,0.1604746
0,0.846556,0.8355001
0,1.525998,1.5019715
0,1.073883,1.0720913
0,0.604617,0.52767694
0,0.856072,0.80401736
0,0.002,-0.018296212
0,1.350553,1.2726724
0,1.015393,0.8948823
0,0.198589,0.20923749
0,0.600517,0.57561576
0,0.007567,0.0014384761
0,0.052,-0.00413619
0,0.810017,0.7519792
0,0.432956,0.42616618
0,0.898321,0.93471605
0,0.004,0.0031742305
0,0.679111,0.6874111
0,2.304176,2.2696524
0,2.019644,2.0869524
0,0.59339,0.5578055
0,0.99265,0.9042623
0,0.736967,0.77581775
0,1.010733,1.0294442
0,1.366956,1.3145598
0,1.117983,1.1671531
0,0.004,-0.037698336
0,0.274175,0.27726385
0,0.208229,0.19824761
0,0.231589,0.22639191
0,0.599943,0.57904434
0,0.032733,-0.0013831183
0,1.180063,1.0977132
0,0.27475,0.29100013
0,0.236567,0.12776992
0,1.642461,1.6195574
0,2.3111,2.2348971
0,0.620006,0.60384816
0,2.552993,2.5662491
0,1.208106,1.1971664
0,1.552144,1.4567126
0,0.000133,-0.027243167
0,0.486389,0.516483
0,0.85023,0.8437547
0,0.755956,0.7284001
0,0.820983,0.80305153
0,0.358111,0.32846975
0,0.672354,0.6191964
0,0.637376,0.56997705
0,0.435644,0.40765607
0,0.138922,0.10109027
0,0.296189,0.27626908
0,0.968586,0.9061515
0,1.021736,1.0042628
0,0.2856,0.26607373
0,0.164244,0.11494011
0,0.820726,0.79045385
0,0.867467,0.86702937
0,0.540205,0.45499808
0,0.457603,0.4606437
0,0.149844,0.11197014
0,0.108916,0.1201047
0,1.303359,1.3178642
0,0.551633,0.49488783
0,0.691667,0.6049163
0,0.704437,0.687247
0,1.130689,1.1494733
0,0.345517,0.32519853
0,1.88145,1.8112108
0,0.741629,0.7318113
0,0.011267,0.11530401
0,0.242533,0.3085345
0,0.137467,0.14240235
0,0.109383,0.10247125
0,0.258856,0.16627538
0,1.633162,1.5926869
0,0.276789,0.23994038
0,0.487689,0.5177585
0,0.12085,0.10138419
0,0.534767,0.51748055
0,0.860378,0.8068732
0,0.764928,0.84609884
0,0.144006,0.08176644
0,0.319,0.30284318
0,0.868906,0.8705668
0,0.402306,0.39140794
0,0.616696,0.5547439
0,0.182093,0.1583545
0,0.842894,0.8286279
0,0.735371,0.7541825
0,0.299783,0.26748714
0,0.164367,0.0444369
0,1.223282,1.0771259
0,0.068,0.039343677
0,0.705665,0.75599843
0,0.678289,0.68296736
0,0.048389,0.04663802
0,1.09463,0.9970734
0,0.109106,0.13346516
0,0.538944,0.51608706
0,0.114,0.04646694
0,0.8834,0.80900383
0,0.704333,0.69455993
0,0.359378,0.3541197
0,1.579408,1.5235052
0,0.466367,0.39732316
0,0.078456,0.102359824
0,0.390867,0.30469066
0,1.64745,1.6673199
0,0.600967,0.60430866
0,0.643122,0.5798515
0,1.335014,1.3765581
0,0.627889,0.5868635
0,1.371225,1.2925159
0,0.097555,0.089227006
0,0.059,0.06851075
0,0.269,0.29098535
0,0.411044,0.3595825
0,0.86765,0.84300184
0,0.283156,0.2460303
0,0.097772,0.032594986
0,2.415383,2.3467672
0,0.200456,0.1678555
0,2.816245,2.6383996
0,0.581844,0.51537377
0,0.580033,0.57668227
0,1.820358,1.8368034
0,0.153224,-0.004230581
0,0.880667,0.87587035
0,1.339339,1.3240474
0,0.611428,0.5252546
0,0.646739,0.60900015
0,0.344983,0.2841175
0,1.526845,1.4852383
0,0.898189,0.9123512
0,0.568594,0.56877476
0,0.867956,0.8869179
0,0.057,0.04891137
0,0.949911,0.9162819
0,0.835439,0.83915514
0,1.121186,1.0796497
0,0.630951,0.627108
0,1.878628,1.8690094
0,0.6841,0.717002
0,0.183301,0.14947738
0,1.170129,1.1533558
0,1.152267,1.0955456
0,0.718076,0.6509772
0,1.401233,1.2838473
0,0.490767,0.45155615
0,0.286428,0.22128358
0,0.024,0.056211613
0,0.796372,0.67966986
0,0.0931,0.07458357
0,1.733067,1.5966592
0,0.543585,0.5391874
0,0.294589,0.28608388
0,0.939583,0.89993453
